datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2018.04.19,00:00,23:59,Arnulf,2116,142,2258,8.3,24.6,0.0,34,13.1
2018.04.19,00:00,23:59,Erhardt,4008,3704,7712,8.3,24.6,0.0,34,13.1
2018.04.19,00:00,23:59,Hirsch,1267,1231,2498,8.3,24.6,0.0,34,13.1
2018.04.19,00:00,23:59,Kreuther,190,298,488,8.3,24.6,0.0,34,13.1
2018.04.19,00:00,23:59,Margareten,2550,2523,5073,8.3,24.6,0.0,34,13.1
2018.04.19,00:00,23:59,Olympia,1637,1601,3238,8.3,24.6,0.0,34,13.1
2018.04.20,00:00,23:59,Arnulf,2053,133,2186,8.7,27.7,0.0,75,13.3
2018.04.20,00:00,23:59,Erhardt,3950,3674,7624,8.7,27.7,0.0,75,13.3
2018.04.20,00:00,23:59,Hirsch,1094,1097,2191,8.7,27.7,0.0,75,13.3
2018.04.20,00:00,23:59,Kreuther,208,329,537,8.7,27.7,0.0,75,13.3
2018.04.20,00:00,23:59,Margareten,2511,2458,4969,8.7,27.7,0.0,75,13.3
2018.04.20,00:00,23:59,Olympia,1520,1525,3045,8.7,27.7,0.0,75,13.3
2018.04.21,00:00,23:59,Arnulf,1332,76,1408,10.5,27.2,0.0,60,13.1
2018.04.21,00:00,23:59,Erhardt,4206,3640,7846,10.5,27.2,0.0,60,13.1
2018.04.21,00:00,23:59,Hirsch,711,674,1385,10.5,27.2,0.0,60,13.1
2018.04.21,00:00,23:59,Kreuther,118,224,342,10.5,27.2,0.0,60,13.1
2018.04.21,00:00,23:59,Margareten,2332,2117,4449,10.5,27.2,0.0,60,13.1
2018.04.21,00:00,23:59,Olympia,1510,1431,2941,10.5,27.2,0.0,60,13.1
2018.04.22,00:00,23:59,Arnulf,1206,67,1273,10.9,27.6,0.0,50,12.0
2018.04.22,00:00,23:59,Erhardt,4633,3860,8493,10.9,27.6,0.0,50,12.0
2018.04.22,00:00,23:59,Hirsch,706,658,1364,10.9,27.6,0.0,50,12.0
2018.04.22,00:00,23:59,Kreuther,185,262,447,10.9,27.6,0.0,50,12.0
2018.04.22,00:00,23:59,Margareten,1894,1723,3617,10.9,27.6,0.0,50,12.0
2018.04.22,00:00,23:59,Olympia,1927,2210,4137,10.9,27.6,0.0,50,12.0
2018.04.23,00:00,23:59,Arnulf,1620,115,1735,13.3,25.0,0.2,96,5.3
2018.04.23,00:00,23:59,Erhardt,2667,2625,5292,13.3,25.0,0.2,96,5.3
2018.04.23,00:00,23:59,Hirsch,868,898,1766,13.3,25.0,0.2,96,5.3
2018.04.23,00:00,23:59,Kreuther,166,237,403,13.3,25.0,0.2,96,5.3
2018.04.23,00:00,23:59,Margareten,2027,1981,4008,13.3,25.0,0.2,96,5.3
2018.04.23,00:00,23:59,Olympia,1156,1104,2260,13.3,25.0,0.2,96,5.3
2018.04.24,00:00,23:59,Arnulf,1975,122,2097,12.5,22.8,0.0,91,10.2
2018.04.24,00:00,23:59,Erhardt,3498,3316,6814,12.5,22.8,0.0,91,10.2
2018.04.24,00:00,23:59,Hirsch,1046,1063,2109,12.5,22.8,0.0,91,10.2
2018.04.24,00:00,23:59,Kreuther,188,288,476,12.5,22.8,0.0,91,10.2
2018.04.24,00:00,23:59,Margareten,2427,2249,4676,12.5,22.8,0.0,91,10.2
2018.04.24,00:00,23:59,Olympia,1577,1556,3133,12.5,22.8,0.0,91,10.2
2018.04.25,00:00,23:59,Arnulf,2132,114,2246,11.9,24.6,1.0,68,10.7
2018.04.25,00:00,23:59,Erhardt,3768,3592,7360,11.9,24.6,1.0,68,10.7
2018.04.25,00:00,23:59,Hirsch,1077,1174,2251,11.9,24.6,1.0,68,10.7
2018.04.25,00:00,23:59,Kreuther,177,272,449,11.9,24.6,1.0,68,10.7
2018.04.25,00:00,23:59,Margareten,2419,2328,4747,11.9,24.6,1.0,68,10.7
2018.04.25,00:00,23:59,Olympia,1536,1480,3016,11.9,24.6,1.0,68,10.7
2018.04.26,00:00,23:59,Arnulf,1284,109,1393,7.4,13.4,0.1,95,1.0
2018.04.26,00:00,23:59,Erhardt,2125,1973,4098,7.4,13.4,0.1,95,1.0
2018.04.26,00:00,23:59,Hirsch,628,634,1262,7.4,13.4,0.1,95,1.0
2018.04.26,00:00,23:59,Kreuther,118,184,302,7.4,13.4,0.1,95,1.0
2018.04.26,00:00,23:59,Margareten,1532,1480,3012,7.4,13.4,0.1,95,1.0
2018.04.26,00:00,23:59,Olympia,1092,1026,2118,7.4,13.4,0.1,95,1.0
2018.04.27,00:00,23:59,Arnulf,1820,125,1945,5.3,22.0,0.0,75,13.1
2018.04.27,00:00,23:59,Erhardt,3416,3243,6659,5.3,22.0,0.0,75,13.1
2018.04.27,00:00,23:59,Hirsch,1004,1058,2062,5.3,22.0,0.0,75,13.1
2018.04.27,00:00,23:59,Kreuther,165,269,434,5.3,22.0,0.0,75,13.1
2018.04.27,00:00,23:59,Margareten,2237,2155,4392,5.3,22.0,0.0,75,13.1
2018.04.27,00:00,23:59,Olympia,1446,1453,2899,5.3,22.0,0.0,75,13.1
2018.04.28,00:00,23:59,Arnulf,1303,64,1367,9.5,24.1,0.0,26,13.3
2018.04.28,00:00,23:59,Erhardt,3381,2957,6338,9.5,24.1,0.0,26,13.3
2018.04.28,00:00,23:59,Hirsch,555,545,1100,9.5,24.1,0.0,26,13.3
2018.04.28,00:00,23:59,Kreuther,104,175,279,9.5,24.1,0.0,26,13.3
2018.04.28,00:00,23:59,Margareten,1761,1696,3457,9.5,24.1,0.0,26,13.3
2018.04.28,00:00,23:59,Olympia,1256,1130,2386,9.5,24.1,0.0,26,13.3
2018.04.29,00:00,23:59,Arnulf,1150,69,1219,10.6,27.8,0.0,69,12.2
2018.04.29,00:00,23:59,Erhardt,4319,3497,7816,10.6,27.8,0.0,69,12.2
2018.04.29,00:00,23:59,Hirsch,678,547,1225,10.6,27.8,0.0,69,12.2
2018.04.29,00:00,23:59,Kreuther,142,250,392,10.6,27.8,0.0,69,12.2
2018.04.29,00:00,23:59,Margareten,1912,1616,3528,10.6,27.8,0.0,69,12.2
2018.04.29,00:00,23:59,Olympia,1372,1291,2663,10.6,27.8,0.0,69,12.2
2018.04.30,00:00,23:59,Arnulf,1234,77,1311,9.3,19.7,1.5,86,5.4
2018.04.30,00:00,23:59,Erhardt,2175,2147,4322,9.3,19.7,1.5,86,5.4
2018.04.30,00:00,23:59,Hirsch,549,562,1111,9.3,19.7,1.5,86,5.4
2018.04.30,00:00,23:59,Kreuther,105,174,279,9.3,19.7,1.5,86,5.4
2018.04.30,00:00,23:59,Margareten,1607,1577,3184,9.3,19.7,1.5,86,5.4
2018.04.30,00:00,23:59,Olympia,972,1029,2001,9.3,19.7,1.5,86,5.4
2018.05.01,00:00,23:59,Arnulf,878,44,922,10.4,15.9,0.0,96,3.5
2018.05.01,00:00,23:59,Erhardt,2573,2168,4741,10.4,15.9,0.0,96,3.5
2018.05.01,00:00,23:59,Hirsch,481,461,942,10.4,15.9,0.0,96,3.5
2018.05.01,00:00,23:59,Kreuther,92,146,238,10.4,15.9,0.0,96,3.5
2018.05.01,00:00,23:59,Margareten,1253,1157,2410,10.4,15.9,0.0,96,3.5
2018.05.01,00:00,23:59,Olympia,953,855,1808,10.4,15.9,0.0,96,3.5
2018.05.02,00:00,23:59,Arnulf,1820,155,1975,9.1,18.5,0.0,98,3.0
2018.05.02,00:00,23:59,Erhardt,2922,2901,5823,9.1,18.5,0.0,98,3.0
2018.05.02,00:00,23:59,Hirsch,1021,1024,2045,9.1,18.5,0.0,98,3.0
2018.05.02,00:00,23:59,Kreuther,169,257,426,9.1,18.5,0.0,98,3.0
2018.05.02,00:00,23:59,Margareten,2127,2107,4234,9.1,18.5,0.0,98,3.0
2018.05.02,00:00,23:59,Olympia,1238,1202,2440,9.1,18.5,0.0,98,3.0
2018.05.03,00:00,23:59,Arnulf,1730,104,1834,11.6,20.1,0.0,98,3.2
2018.05.03,00:00,23:59,Erhardt,2977,2791,5768,11.6,20.1,0.0,98,3.2
2018.05.03,00:00,23:59,Hirsch,879,888,1767,11.6,20.1,0.0,98,3.2
2018.05.03,00:00,23:59,Kreuther,163,253,416,11.6,20.1,0.0,98,3.2
2018.05.03,00:00,23:59,Margareten,2084,2021,4105,11.6,20.1,0.0,98,3.2
2018.05.03,00:00,23:59,Olympia,1211,1237,2448,11.6,20.1,0.0,98,3.2
2018.05.04,00:00,23:59,Arnulf,1628,104,1732,12.4,20.3,0.0,88,2.5
2018.05.04,00:00,23:59,Erhardt,2614,2652,5266,12.4,20.3,0.0,88,2.5
2018.05.04,00:00,23:59,Hirsch,888,906,1794,12.4,20.3,0.0,88,2.5
2018.05.04,00:00,23:59,Kreuther,165,229,394,12.4,20.3,0.0,88,2.5
2018.05.04,00:00,23:59,Margareten,1907,1901,3808,12.4,20.3,0.0,88,2.5
2018.05.04,00:00,23:59,Olympia,1061,1095,2156,12.4,20.3,0.0,88,2.5
2018.05.05,00:00,23:59,Arnulf,1141,51,1192,12.4,22.2,0.0,66,8.6
2018.05.05,00:00,23:59,Erhardt,3208,3008,6216,12.4,22.2,0.0,66,8.6
2018.05.05,00:00,23:59,Hirsch,530,514,1044,12.4,22.2,0.0,66,8.6
2018.05.05,00:00,23:59,Kreuther,124,194,318,12.4,22.2,0.0,66,8.6
2018.05.05,00:00,23:59,Margareten,1778,1658,3436,12.4,22.2,0.0,66,8.6
2018.05.05,00:00,23:59,Olympia,1219,1220,2439,12.4,22.2,0.0,66,8.6
2018.05.06,00:00,23:59,Arnulf,1256,68,1324,11.7,23.2,0.0,13,13.3
2018.05.06,00:00,23:59,Erhardt,4301,3746,8047,11.7,23.2,0.0,13,13.3
2018.05.06,00:00,23:59,Hirsch,655,618,1273,11.7,23.2,0.0,13,13.3
2018.05.06,00:00,23:59,Kreuther,117,258,375,11.7,23.2,0.0,13,13.3
2018.05.06,00:00,23:59,Margareten,1862,1743,3605,11.7,23.2,0.0,13,13.3
2018.05.06,00:00,23:59,Olympia,1651,1662,3313,11.7,23.2,0.0,13,13.3
2018.05.07,00:00,23:59,Arnulf,2225,127,2352,9.8,23.7,0.0,15,14.3
2018.05.07,00:00,23:59,Erhardt,3771,3588,7359,9.8,23.7,0.0,15,14.3
2018.05.07,00:00,23:59,Hirsch,1251,1256,2507,9.8,23.7,0.0,15,14.3
2018.05.07,00:00,23:59,Kreuther,200,294,494,9.8,23.7,0.0,15,14.3
2018.05.07,00:00,23:59,Margareten,2542,2507,5049,9.8,23.7,0.0,15,14.3
2018.05.07,00:00,23:59,Olympia,1702,1692,3394,9.8,23.7,0.0,15,14.3
2018.05.08,00:00,23:59,Arnulf,2290,125,2415,11.0,24.1,0.0,34,14.2
2018.05.08,00:00,23:59,Erhardt,4233,3969,8202,11.0,24.1,0.0,34,14.2
2018.05.08,00:00,23:59,Hirsch,1240,1294,2534,11.0,24.1,0.0,34,14.2
2018.05.08,00:00,23:59,Kreuther,198,341,539,11.0,24.1,0.0,34,14.2
2018.05.08,00:00,23:59,Margareten,2714,2594,5308,11.0,24.1,0.0,34,14.2
2018.05.08,00:00,23:59,Olympia,1765,1821,3586,11.0,24.1,0.0,34,14.2
2018.05.09,00:00,23:59,Arnulf,2042,130,2172,10.1,22.5,1.2,43,11.4
2018.05.09,00:00,23:59,Erhardt,3529,3425,6954,10.1,22.5,1.2,43,11.4
2018.05.09,00:00,23:59,Hirsch,1086,1122,2208,10.1,22.5,1.2,43,11.4
2018.05.09,00:00,23:59,Kreuther,169,269,438,10.1,22.5,1.2,43,11.4
2018.05.09,00:00,23:59,Margareten,2440,2327,4767,10.1,22.5,1.2,43,11.4
2018.05.09,00:00,23:59,Olympia,1362,1385,2747,10.1,22.5,1.2,43,11.4
2018.05.10,00:00,23:59,Arnulf,1075,62,1137,9.7,22.6,1.0,75,9.9
2018.05.10,00:00,23:59,Erhardt,2778,2450,5228,9.7,22.6,1.0,75,9.9
2018.05.10,00:00,23:59,Hirsch,520,467,987,9.7,22.6,1.0,75,9.9
2018.05.10,00:00,23:59,Kreuther,101,235,336,9.7,22.6,1.0,75,9.9
2018.05.10,00:00,23:59,Margareten,1414,1271,2685,9.7,22.6,1.0,75,9.9
2018.05.10,00:00,23:59,Olympia,1140,1057,2197,9.7,22.6,1.0,75,9.9
2018.05.11,00:00,23:59,Arnulf,1632,106,1738,9.2,21.4,0.0,75,9.7
2018.05.11,00:00,23:59,Erhardt,3098,3113,6211,9.2,21.4,0.0,75,9.7
2018.05.11,00:00,23:59,Hirsch,764,851,1615,9.2,21.4,0.0,75,9.7
2018.05.11,00:00,23:59,Kreuther,165,237,402,9.2,21.4,0.0,75,9.7
2018.05.11,00:00,23:59,Margareten,2074,1978,4052,9.2,21.4,0.0,75,9.7
2018.05.11,00:00,23:59,Olympia,1102,1122,2224,9.2,21.4,0.0,75,9.7
2018.05.12,00:00,23:59,Arnulf,1311,68,1379,11.4,26.4,0.0,65,10.8
2018.05.12,00:00,23:59,Erhardt,3689,3279,6968,11.4,26.4,0.0,65,10.8
2018.05.12,00:00,23:59,Hirsch,549,536,1085,11.4,26.4,0.0,65,10.8
2018.05.12,00:00,23:59,Kreuther,99,177,276,11.4,26.4,0.0,65,10.8
2018.05.12,00:00,23:59,Margareten,1908,1765,3673,11.4,26.4,0.0,65,10.8
2018.05.12,00:00,23:59,Olympia,1082,973,2055,11.4,26.4,0.0,65,10.8
2018.05.13,00:00,23:59,Arnulf,918,78,996,12.0,26.1,10.6,48,10.3
2018.05.13,00:00,23:59,Erhardt,2543,2203,4746,12.0,26.1,10.6,48,10.3
2018.05.13,00:00,23:59,Hirsch,454,399,853,12.0,26.1,10.6,48,10.3
2018.05.13,00:00,23:59,Kreuther,85,140,225,12.0,26.1,10.6,48,10.3
2018.05.13,00:00,23:59,Margareten,1246,1165,2411,12.0,26.1,10.6,48,10.3
2018.05.13,00:00,23:59,Olympia,968,913,1881,12.0,26.1,10.6,48,10.3
2018.05.14,00:00,23:59,Arnulf,1523,115,1638,13.1,22.1,0.0,91,3.3
2018.05.14,00:00,23:59,Erhardt,2164,2205,4369,13.1,22.1,0.0,91,3.3
2018.05.14,00:00,23:59,Hirsch,739,784,1523,13.1,22.1,0.0,91,3.3
2018.05.14,00:00,23:59,Kreuther,143,199,342,13.1,22.1,0.0,91,3.3
2018.05.14,00:00,23:59,Margareten,1723,1659,3382,13.1,22.1,0.0,91,3.3
2018.05.14,00:00,23:59,Olympia,1049,994,2043,13.1,22.1,0.0,91,3.3
2018.05.15,00:00,23:59,Arnulf,1454,97,1551,10.0,17.2,9.5,80,4.8
2018.05.15,00:00,23:59,Erhardt,2188,2219,4407,10.0,17.2,9.5,80,4.8
2018.05.15,00:00,23:59,Hirsch,784,797,1581,10.0,17.2,9.5,80,4.8
2018.05.15,00:00,23:59,Kreuther,143,212,355,10.0,17.2,9.5,80,4.8
2018.05.15,00:00,23:59,Margareten,1627,1640,3267,10.0,17.2,9.5,80,4.8
2018.05.15,00:00,23:59,Olympia,1004,1015,2019,10.0,17.2,9.5,80,4.8
2018.05.16,00:00,23:59,Arnulf,776,70,846,9.5,13.2,22.3,98,0.2
2018.05.16,00:00,23:59,Erhardt,1204,1126,2330,9.5,13.2,22.3,98,0.2
2018.05.16,00:00,23:59,Hirsch,389,416,805,9.5,13.2,22.3,98,0.2
2018.05.16,00:00,23:59,Kreuther,91,110,201,9.5,13.2,22.3,98,0.2
2018.05.16,00:00,23:59,Margareten,947,936,1883,9.5,13.2,22.3,98,0.2
2018.05.16,00:00,23:59,Olympia,564,519,1083,9.5,13.2,22.3,98,0.2
2018.05.17,00:00,23:59,Arnulf,1174,73,1247,10.1,16.9,5.8,96,2.6
2018.05.17,00:00,23:59,Erhardt,1717,1725,3442,10.1,16.9,5.8,96,2.6
2018.05.17,00:00,23:59,Hirsch,549,613,1162,10.1,16.9,5.8,96,2.6
2018.05.17,00:00,23:59,Kreuther,118,154,272,10.1,16.9,5.8,96,2.6
2018.05.17,00:00,23:59,Margareten,1297,1279,2576,10.1,16.9,5.8,96,2.6
2018.05.17,00:00,23:59,Olympia,788,764,1552,10.1,16.9,5.8,96,2.6
2018.05.18,00:00,23:59,Arnulf,1566,126,1692,10.7,20.8,0.0,74,9.7
2018.05.18,00:00,23:59,Erhardt,2494,2347,4841,10.7,20.8,0.0,74,9.7
2018.05.18,00:00,23:59,Hirsch,803,815,1618,10.7,20.8,0.0,74,9.7
2018.05.18,00:00,23:59,Kreuther,145,225,370,10.7,20.8,0.0,74,9.7
2018.05.18,00:00,23:59,Margareten,1943,1879,3822,10.7,20.8,0.0,74,9.7
2018.05.18,00:00,23:59,Olympia,1083,1133,2216,10.7,20.8,0.0,74,9.7
2018.05.19,00:00,23:59,Arnulf,750,47,797,8.8,21.1,20.4,74,8.0
2018.05.19,00:00,23:59,Erhardt,1405,1455,2860,8.8,21.1,20.4,74,8.0
2018.05.19,00:00,23:59,Hirsch,341,337,678,8.8,21.1,20.4,74,8.0
2018.05.19,00:00,23:59,Kreuther,49,113,162,8.8,21.1,20.4,74,8.0
2018.05.19,00:00,23:59,Margareten,1167,1097,2264,8.8,21.1,20.4,74,8.0
2018.05.19,00:00,23:59,Olympia,663,773,1436,8.8,21.1,20.4,74,8.0
2018.05.20,00:00,23:59,Arnulf,502,32,534,11.6,21.4,0.4,99,2.9
2018.05.20,00:00,23:59,Erhardt,1278,1168,2446,11.6,21.4,0.4,99,2.9
2018.05.20,00:00,23:59,Hirsch,242,253,495,11.6,21.4,0.4,99,2.9
2018.05.20,00:00,23:59,Kreuther,59,95,154,11.6,21.4,0.4,99,2.9
2018.05.20,00:00,23:59,Margareten,728,671,1399,11.6,21.4,0.4,99,2.9
2018.05.20,00:00,23:59,Olympia,1136,1075,2211,11.6,21.4,0.4,99,2.9
2018.05.21,00:00,23:59,Arnulf,983,63,1046,10.0,24.4,0.0,35,12.1
2018.05.21,00:00,23:59,Erhardt,3290,2690,5980,10.0,24.4,0.0,35,12.1
2018.05.21,00:00,23:59,Hirsch,549,492,1041,10.0,24.4,0.0,35,12.1
2018.05.21,00:00,23:59,Kreuther,106,193,299,10.0,24.4,0.0,35,12.1
2018.05.21,00:00,23:59,Margareten,1519,1415,2934,10.0,24.4,0.0,35,12.1
2018.05.21,00:00,23:59,Olympia,1828,1810,3638,10.0,24.4,0.0,35,12.1
2018.05.22,00:00,23:59,Arnulf,1788,130,1918,10.7,25.0,0.0,90,10.9
2018.05.22,00:00,23:59,Erhardt,2874,2733,5607,10.7,25.0,0.0,90,10.9
2018.05.22,00:00,23:59,Hirsch,833,841,1674,10.7,25.0,0.0,90,10.9
2018.05.22,00:00,23:59,Kreuther,139,225,364,10.7,25.0,0.0,90,10.9
2018.05.22,00:00,23:59,Margareten,1924,1835,3759,10.7,25.0,0.0,90,10.9
2018.05.22,00:00,23:59,Olympia,1133,1074,2207,10.7,25.0,0.0,90,10.9
2018.05.23,00:00,23:59,Arnulf,1687,99,1786,13.9,24.3,1.6,96,4.8
2018.05.23,00:00,23:59,Erhardt,2752,2758,5510,13.9,24.3,1.6,96,4.8
2018.05.23,00:00,23:59,Hirsch,828,828,1656,13.9,24.3,1.6,96,4.8
2018.05.23,00:00,23:59,Kreuther,120,207,327,13.9,24.3,1.6,96,4.8
2018.05.23,00:00,23:59,Margareten,1888,1794,3682,13.9,24.3,1.6,96,4.8
2018.05.23,00:00,23:59,Olympia,1249,1241,2490,13.9,24.3,1.6,96,4.8
2018.05.24,00:00,23:59,Arnulf,1216,95,1311,13.1,21.4,28.7,94,2.7
2018.05.24,00:00,23:59,Erhardt,1898,1848,3746,13.1,21.4,28.7,94,2.7
2018.05.24,00:00,23:59,Hirsch,563,588,1151,13.1,21.4,28.7,94,2.7
2018.05.24,00:00,23:59,Kreuther,83,104,187,13.1,21.4,28.7,94,2.7
2018.05.24,00:00,23:59,Margareten,1313,1283,2596,13.1,21.4,28.7,94,2.7
2018.05.24,00:00,23:59,Olympia,938,922,1860,13.1,21.4,28.7,94,2.7
2018.05.25,00:00,23:59,Arnulf,1831,113,1944,11.1,25.1,0.0,28,12.8
2018.05.25,00:00,23:59,Erhardt,3144,3002,6146,11.1,25.1,0.0,28,12.8
2018.05.25,00:00,23:59,Hirsch,841,845,1686,11.1,25.1,0.0,28,12.8
2018.05.25,00:00,23:59,Kreuther,158,208,366,11.1,25.1,0.0,28,12.8
2018.05.25,00:00,23:59,Margareten,2043,1937,3980,11.1,25.1,0.0,28,12.8
2018.05.25,00:00,23:59,Olympia,2999,1764,4763,11.1,25.1,0.0,28,12.8
2018.05.26,00:00,23:59,Arnulf,1274,65,1339,12.2,25.7,0.0,84,12.4
2018.05.26,00:00,23:59,Erhardt,3287,2976,6263,12.2,25.7,0.0,84,12.4
2018.05.26,00:00,23:59,Hirsch,480,459,939,12.2,25.7,0.0,84,12.4
2018.05.26,00:00,23:59,Kreuther,118,204,322,12.2,25.7,0.0,84,12.4
2018.05.26,00:00,23:59,Margareten,1721,1605,3326,12.2,25.7,0.0,84,12.4
2018.05.26,00:00,23:59,Olympia,5250,1519,6769,12.2,25.7,0.0,84,12.4
2018.05.27,00:00,23:59,Arnulf,1063,73,1136,13.8,27.0,0.0,93,10.9
2018.05.27,00:00,23:59,Erhardt,3324,2942,6266,13.8,27.0,0.0,93,10.9
2018.05.27,00:00,23:59,Hirsch,520,462,982,13.8,27.0,0.0,93,10.9
2018.05.27,00:00,23:59,Kreuther,110,204,314,13.8,27.0,0.0,93,10.9
2018.05.27,00:00,23:59,Margareten,1570,1424,2994,13.8,27.0,0.0,93,10.9
2018.05.27,00:00,23:59,Olympia,4887,1527,6414,13.8,27.0,0.0,93,10.9
2018.05.28,00:00,23:59,Arnulf,1934,124,2058,14.3,29.0,0.0,70,12.2
2018.05.28,00:00,23:59,Erhardt,3551,3429,6980,14.3,29.0,0.0,70,12.2
2018.05.28,00:00,23:59,Hirsch,982,1034,2016,14.3,29.0,0.0,70,12.2
2018.05.28,00:00,23:59,Kreuther,152,247,399,14.3,29.0,0.0,70,12.2
2018.05.28,00:00,23:59,Margareten,2243,2153,4396,14.3,29.0,0.0,70,12.2
2018.05.28,00:00,23:59,Olympia,1413,1539,2952,14.3,29.0,0.0,70,12.2
2018.05.29,00:00,23:59,Arnulf,1896,112,2008,15.3,27.0,26.3,96,10.2
2018.05.29,00:00,23:59,Erhardt,3405,3353,6758,15.3,27.0,26.3,96,10.2
2018.05.29,00:00,23:59,Hirsch,936,978,1914,15.3,27.0,26.3,96,10.2
2018.05.29,00:00,23:59,Kreuther,149,219,368,15.3,27.0,26.3,96,10.2
2018.05.29,00:00,23:59,Margareten,2216,2116,4332,15.3,27.0,26.3,96,10.2
2018.05.29,00:00,23:59,Olympia,1374,1445,2819,15.3,27.0,26.3,96,10.2
2018.05.30,00:00,23:59,Arnulf,1872,120,1992,16.1,26.9,0.0,65,10.5
2018.05.30,00:00,23:59,Erhardt,3448,3215,6663,16.1,26.9,0.0,65,10.5
2018.05.30,00:00,23:59,Hirsch,793,834,1627,16.1,26.9,0.0,65,10.5
2018.05.30,00:00,23:59,Kreuther,143,238,381,16.1,26.9,0.0,65,10.5
2018.05.30,00:00,23:59,Margareten,2098,2029,4127,16.1,26.9,0.0,65,10.5
2018.05.30,00:00,23:59,Olympia,1269,1322,2591,16.1,26.9,0.0,65,10.5
2018.05.31,00:00,23:59,Arnulf,973,50,1023,16.4,28.3,13.4,64,10.3
2018.05.31,00:00,23:59,Erhardt,3129,2747,5876,16.4,28.3,13.4,64,10.3
2018.05.31,00:00,23:59,Hirsch,447,444,891,16.4,28.3,13.4,64,10.3
2018.05.31,00:00,23:59,Kreuther,108,169,277,16.4,28.3,13.4,64,10.3
2018.05.31,00:00,23:59,Margareten,1389,1221,2610,16.4,28.3,13.4,64,10.3
2018.05.31,00:00,23:59,Olympia,988,943,1931,16.4,28.3,13.4,64,10.3
2018.06.01,00:00,23:59,Arnulf,1168,74,1242,15.0,24.2,1.3,95,6.3
2018.06.01,00:00,23:59,Erhardt,1998,1972,3970,15.0,24.2,1.3,95,6.3
2018.06.01,00:00,23:59,Hirsch,489,482,971,15.0,24.2,1.3,95,6.3
2018.06.01,00:00,23:59,Kreuther,119,141,260,15.0,24.2,1.3,95,6.3
2018.06.01,00:00,23:59,Margareten,1446,1444,2890,15.0,24.2,1.3,95,6.3
2018.06.01,00:00,23:59,Olympia,758,794,1552,15.0,24.2,1.3,95,6.3
2018.06.02,00:00,23:59,Arnulf,1071,35,1106,15.2,24.4,0.0,51,10.9
2018.06.02,00:00,23:59,Erhardt,2563,2377,4940,15.2,24.4,0.0,51,10.9
2018.06.02,00:00,23:59,Hirsch,466,450,916,15.2,24.4,0.0,51,10.9
2018.06.02,00:00,23:59,Kreuther,108,149,257,15.2,24.4,0.0,51,10.9
2018.06.02,00:00,23:59,Margareten,1537,1440,2977,15.2,24.4,0.0,51,10.9
2018.06.02,00:00,23:59,Olympia,928,949,1877,15.2,24.4,0.0,51,10.9
2018.06.03,00:00,23:59,Arnulf,1076,59,1135,14.2,27.2,0.0,25,13.0
2018.06.03,00:00,23:59,Erhardt,3332,2886,6218,14.2,27.2,0.0,25,13.0
2018.06.03,00:00,23:59,Hirsch,520,516,1036,14.2,27.2,0.0,25,13.0
2018.06.03,00:00,23:59,Kreuther,128,240,368,14.2,27.2,0.0,25,13.0
2018.06.03,00:00,23:59,Margareten,1666,1451,3117,14.2,27.2,0.0,25,13.0
2018.06.03,00:00,23:59,Olympia,1286,1285,2571,14.2,27.2,0.0,25,13.0
2018.06.04,00:00,23:59,Arnulf,2243,110,2353,14.3,28.1,0.0,18,15.0
2018.06.04,00:00,23:59,Erhardt,4178,3954,8132,14.3,28.1,0.0,18,15.0
2018.06.04,00:00,23:59,Hirsch,1323,1299,2622,14.3,28.1,0.0,18,15.0
2018.06.04,00:00,23:59,Kreuther,202,342,544,14.3,28.1,0.0,18,15.0
2018.06.04,00:00,23:59,Margareten,2818,2629,5447,14.3,28.1,0.0,18,15.0
2018.06.04,00:00,23:59,Olympia,1746,1842,3588,14.3,28.1,0.0,18,15.0
2018.06.05,00:00,23:59,Arnulf,2480,131,2611,15.9,27.9,0.0,18,13.3
2018.06.05,00:00,23:59,Erhardt,4558,4306,8864,15.9,27.9,0.0,18,13.3
2018.06.05,00:00,23:59,Hirsch,1372,1400,2772,15.9,27.9,0.0,18,13.3
2018.06.05,00:00,23:59,Kreuther,233,344,577,15.9,27.9,0.0,18,13.3
2018.06.05,00:00,23:59,Margareten,2891,2692,5583,15.9,27.9,0.0,18,13.3
2018.06.05,00:00,23:59,Olympia,1813,1922,3735,15.9,27.9,0.0,18,13.3
2018.06.06,00:00,23:59,Arnulf,1923,124,2047,15.6,28.4,3.5,70,9.5
2018.06.06,00:00,23:59,Erhardt,3190,3245,6435,15.6,28.4,3.5,70,9.5
2018.06.06,00:00,23:59,Hirsch,1024,1170,2194,15.6,28.4,3.5,70,9.5
2018.06.06,00:00,23:59,Kreuther,213,266,479,15.6,28.4,3.5,70,9.5
2018.06.06,00:00,23:59,Margareten,2201,2192,4393,15.6,28.4,3.5,70,9.5
2018.06.06,00:00,23:59,Olympia,1376,1450,2826,15.6,28.4,3.5,70,9.5
2018.06.07,00:00,23:59,Arnulf,1659,89,1748,14.8,25.3,5.7,93,5.1
2018.06.07,00:00,23:59,Erhardt,2692,2607,5299,14.8,25.3,5.7,93,5.1
2018.06.07,00:00,23:59,Hirsch,837,862,1699,14.8,25.3,5.7,93,5.1
2018.06.07,00:00,23:59,Kreuther,156,220,376,14.8,25.3,5.7,93,5.1
